,year,country,sex_,fatal_(y/n)
6208,0.0,SRI LANKA,M,N
6209,0.0,VENEZUELA,M,Y
6210,0.0,USA,M,N
6211,0.0,GREECE,M,Y
6212,0.0,MOZAMBIQUE,,N
6213,0.0,SOUTH AFRICA,M,Y
6214,0.0,AUSTRALIA,M,N
6215,0.0,BAHREIN,M,Y
6216,0.0,BAHAMAS,M,N
6217,0.0,USA,M,N
6218,0.0,REUNION,M,N
6219,0.0,SOLOMON ISLANDS,M,N
6220,0.0,KOREA,F,Y
6221,0.0,FRENCH POLYNESIA,M,N
6222,0.0,SUDAN,M,N
6223,0.0,VANUATU,F,Y
6224,0.0,VANUATU,M,N
6225,0.0,IRAN,M,N
6226,0.0,USA,M,N
6227,0.0,PAPUA NEW GUINEA,M,Y
6228,0.0,RED SEA?,F,N
6229,0.0,SOUTH AFRICA,M,Y
6230,0.0,USA,M,N
6231,0.0,GREECE,F,Y
6232,0.0,USA,M,
6233,0.0,USA,M,Y
6234,0.0,MEDITERRANEAN SEA,M,Y
6235,0.0,AUSTRALIA,M,N
6236,0.0,AUSTRALIA,M,N
6237,0.0,SINGAPORE,,N
6238,0.0,FIJI,M,N
6239,0.0,MOZAMBIQUE,M,N
6240,0.0,SEYCHELLES,M,Y
6241,0.0,IRAQ,M,N
6242,0.0,IRAQ,M,N
6243,0.0,IRAQ,M,N
6244,0.0,BAHAMAS,M,N
6245,0.0,USA,F,N
6246,0.0,BERMUDA,M,N
6247,0.0,FIJI,F,N
6248,0.0,MADAGASCAR,M,Y
6249,0.0,USA,M,N
6250,0.0,BAHAMAS,M,N
6251,0.0,INDONESIA,M,Y
6252,0.0,INDIA,M,Y
6253,0.0,NICARAGUA,M,Y
6254,0.0,CUBA,M,Y
6255,0.0,MARSHALL ISLANDS,M,N
6256,0.0,KIRIBATI,M,N
6257,0.0,NORTH PACIFIC OCEAN,M,N
6258,0.0,KIRIBATI,M,Y
6259,0.0,,,Y
6260,0.0,SOLOMON ISLANDS,M,N
6261,0.0,AUSTRALIA,M,N
6262,0.0,IRAN,M,Y
6263,0.0,IRAN,M,Y
6264,0.0,IRAN,M,Y
6265,0.0,IRAQ,M,Y
6266,0.0,SAUDI ARABIA,M,Y
6267,0.0,SAUDI ARABIA,M,N
6268,0.0,SAUDI ARABIA,M,N
6269,0.0,PACIFIC OCEAN,M,Y
6270,0.0,BURMA,M,N
6271,0.0,PAPUA NEW GUINEA,M,N
6272,0.0,PAPUA NEW GUINEA,M,N
6273,0.0,BURMA,M,Y
6274,0.0,ITALY,M,N
6275,0.0,GREECE,M,N
6276,0.0,BELIZE,M,Y
6277,0.0,AUSTRALIA,M,UNKNOWN
6278,0.0,REUNION,,Y
6279,0.0,SOUTH AFRICA,F,N
6280,0.0,AUSTRALIA,M,N
6281,0.0,SOUTH AFRICA,M,Y
6282,0.0,AUSTRALIA,M,Y
6283,0.0,USA,M,N
6284,0.0,VIETNAM,M,N
6285,0.0,SOUTH AFRICA,M,Y
6286,0.0,SOUTH AFRICA,M,Y
6287,0.0,FIJI,,Y
6288,0.0,USA,M,N
6289,0.0,SOUTH AFRICA,M,Y
6290,0.0,SOUTH AFRICA,M,Y
6291,0.0,ASIA?,M,N
6292,0.0,USA,F,N
6293,0.0,AUSTRALIA,M,Y
6294,0.0,AUSTRALIA,M,Y
6295,0.0,AUSTRALIA,M,Y
6296,0.0,AUSTRALIA,M,Y
6297,0.0,AUSTRALIA,M,Y
6298,0.0,AUSTRALIA,M,Y
6299,0.0,USA,M,Y
6300,0.0,PANAMA,M,Y
6301,0.0,CEYLON (SRI LANKA),M,Y
